gazetteer_name,gaode_map_item,place_type,match_status,visual_priority,occurrence_count,in_curated_checklist,primary_year,earliest_year,latest_year,year_list,year_count,time_type,year_source,time_anchor_note,lon,lat,coord_source,coord_status,coord_crs,coord_note,gaode_check_action,first_context,time_context,notes
石湖东路公路桥,石湖东路公路桥,bridge,review,medium,2,1,1992,,,,0,开发区建设,manual_anchor,1992年8月始境域桥梁建设速度、质量提高,120.6295025,31.2531854,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM fuzzy -> GCJ-02; 石湖东路,在高德矢量底图逐项核对同名或近名标签,东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹,,
石湖东路桥,石湖东路桥,bridge,review,medium,3,1,1992,1992,2017,1992;2017,2,开发区建设,manual_anchor,1992年8月始境域桥梁建设速度、质量提高,120.6480306,31.2499288,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM contains -> GCJ-02; 石湖东路,在高德矢量底图逐项核对同名或近名标签,桥社区对辖区内群众开展“扫黑除恶”、消除隐患、提升群众安全感宣传教育活动。5月1日，境域东西向的石湖东路桥建成通车。6月4日，中共江苏省宣传部、省交通运输厅、省文物局在镇江召开的“寻找大运河江苏记忆”活,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。 || 169表5-31992—2017年宝带桥社区境域新建桥梁统计表桥梁名称建成时间结构跨径/米宽度/米古塘河桥1992.12简支空心板梁3040.5下塔星桥1992.12简支空心板梁12.2520石湖东路桥1995.10简支空心板梁19.546.2天灵路西1号桥1995.10简支空心板梁16.839澄湖东路3号桥1995.10简支空心板梁811.95天灵路东2号桥1995.10简支空心板梁12.634.2宝通路北4号桥1995.10简支空心板梁1313.2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥20,
迎春南路7号桥,迎春南路7号桥,bridge,review,medium,2,1,1992,1992,2017,1992;1995;2017,3,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。并在宝带桥·澹台湖景区建起了异形钢结构景,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。 || 社区境域新建桥梁统计表桥梁名称建成时间结构跨径/米宽度/米古塘河桥1992.12简支空心板梁3040.5下塔星桥1992.12简支空心板梁12.2520石湖东路桥1995.10简支空心板梁19.546.2天灵路西1号桥1995.10简支空心板梁16.839澄湖东路3号桥1995.10简支空心板梁811.95天灵路东2号桥1995.10简支空心板梁12.634.2宝通路北4号桥1995.10简支空心板梁1313.2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹,
迎春南路8号桥,迎春南路8号桥,bridge,review,medium,2,1,1992,1992,2017,1992;1995;2017,3,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。并在宝带桥·澹台湖景区建起了异形钢结构景观桥。拆除的旧桥,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。 || 宽度/米古塘河桥1992.12简支空心板梁3040.5下塔星桥1992.12简支空心板梁12.2520石湖东路桥1995.10简支空心板梁19.546.2天灵路西1号桥1995.10简支空心板梁16.839澄湖东路3号桥1995.10简支空心板梁811.95天灵路东2号桥1995.10简支空心板梁12.634.2宝通路北4号桥1995.10简支空心板梁1313.2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥19,
金家桥,金家桥,bridge,review,medium,6,1,1992,1992,2017,1992;1995;2017,3,开发区建设,context_sentence,,120.6459546,31.2414082,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM fuzzy -> GCJ-02; 金家桥南,在高德矢量底图逐项核对同名或近名标签,澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。 || 石湖东路桥1995.10简支空心板梁19.546.2天灵路西1号桥1995.10简支空心板梁16.839澄湖东路3号桥1995.10简支空心板梁811.95天灵路东2号桥1995.10简支空心板梁12.634.2宝通路北4号桥1995.10简支空心板梁1313.2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥1996.10混凝土拱桥宝尹泥河田港朱家桥1996.10石拱桥宝带桥,
钱家桥,钱家桥,bridge,review,medium,6,1,1992,1992,2017,1992;1995;2017,3,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。 || 169表5-31992—2017年宝带桥社区境域新建桥梁统计表桥梁名称建成时间结构跨径/米宽度/米古塘河桥1992.12简支空心板梁3040.5下塔星桥1992.12简支空心板梁12.2520石湖东路桥1995.10简支空心板梁19.546.2天灵路西1号桥1995.10简支空心板梁16.839澄湖东路3号桥1995.10简支空心板梁811.95天灵路东2号桥1995.10简支空心板梁12.634.2宝通路北4号桥1995.10简支空心板梁1313.2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥,
吴中经济开发区,吴中经济开发区,admin_context,context,low,9,1,1992,2000,2020,2000;2001;2003;2009;2010;2013;2020,7,开发区建设,manual_anchor,1992年8月境域划归吴县经济技术开发区，后属吴中经济开发区体系,,,,missing,,,作为边界/方位参照，不一定在辖区内单独标注,民、塘里（澹台湖西岸）6户居民搬迁至钱家新村居民生活小区。2003年1月，宝尹、宝南2居委会根据吴中经济开发区管理委员会〔2002〕第31号文规定，禁止境内养猪。3月至4月，吴家角35户居民、泥河田38户居,2003年1月，宝尹、宝南2居委会根据吴中经济开发区管理委员会〔2002〕第31号文规定，禁止境内养猪。 || 是月，吴中经济开发区管委会授予宝带桥居委会“2003年度吴中经济开发区无偿献血工作先进集体”称号。 || 是月，吴中经济开发区管委会授予宝带桥居委会“2003年度吴中经济开发区无偿献血工作先进集体”称号。,
吴中经济技术开发区,吴中经济技术开发区,admin_context,context,low,1,1,1992,2014,2015,2014;2015,2,开发区建设,manual_anchor,1992年8月境域划归吴县经济技术开发区，后属吴中经济开发区体系,,,,missing,,,作为边界/方位参照，不一定在辖区内单独标注,、吴中区《关于在全区房屋征收（拆迁）工作中推行“八公开一监督”制度的意见》等文件要求，进一步规范吴中经济技术开发区住宅房屋的拆迁管理及补偿操作行为，根据苏州市、吴中区《吴中区集体土地房屋拆迁管理实施办法（暂行）,2015年2月，吴中经济技术开发区管理委员会授予宝带桥社区居民委员会“2014年征兵工作先进单位”称号。,
吴县经济技术开发区,吴县经济技术开发区,admin_context,context,low,5,1,1992,1920,2001,1920;1921;1923;1924;1925;1926;1949;1983;1990;1992;1993;1994;1995;1996;2001,15,开发区建设,manual_anchor,1992年8月境域划归吴县经济技术开发区,,,,missing,,,作为边界/方位参照，不一定在辖区内单独标注,桥乡并入郭巷乡，境域隶属郭巷乡。1965年12月，境域划归长桥人民公社。1992年8月，境域划归吴县经济技术开发区。1996年7月，吴县撤县建市，境域隶属吴县市；2001年2月，吴县撤市建区（吴中区、相城区），,1992年8月，境域划归吴县经济技术开发区。 || 1949年10月后，特别是改革开放划归吴县经济技术开发区后，按建设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路； || 1983年7月，恢复乡村建制，境域宝尹、宝南大队改称宝尹、宝南村，1992年8月，境域划归吴县经济技术开发区。,
苏州吴中经济开发区,苏州吴中经济开发区,admin_context,context,low,1,1,1992,2001,2010,2001;2003;2009;2010,4,开发区建设,manual_anchor,1992年8月境域划归吴县经济技术开发区，后属吴中经济开发区体系,,,,missing,,,作为边界/方位参照，不一定在辖区内单独标注,州市吴中区社会治安综合治理委员会授予宝带桥社区“五星级五位一体综治办”称号。2010年2月，中共苏州吴中经济开发区工作委员会、苏州吴中经济开发区管理委员会授予宝带桥社区“2009年度社区管理先进单位”称号。8月,2010年2月，中共苏州吴中经济开发区工作委员会、苏州吴中经济开发区管理委员会授予宝带桥社区“2009年度社区管理先进单位”称号。 || 2010年2月，中共苏州吴中经济开发区工作委员会、苏州吴中经济开发区管理委员会授予宝带桥社区“2009年度社区管理先进单位”称号。 || 2001年2月，吴县经济技术开发区更名为苏州吴中经济开发区，境域隶属苏州吴中经济开发区。,
吴县市,吴县市,admin_context,context,low,1,1,1994,1963,2001,1963;1994;1995;1996;1997;1998;2000;2001,8,开发区建设,context_sentence,,,,,missing,,,作为边界/方位参照，不一定在辖区内单独标注,长桥人民公社。1992年8月，境域划归吴县经济技术开发区。1996年7月，吴县撤县建市，境域隶属吴县市；2001年2月，吴县撤市建区（吴中区、相城区），境域隶属苏州市吴中区。2004年6月，吴中区城,1996年7月，吴县撤县建市，境域隶属吴县市； || 1995年6月8日，经国务院批准，吴县撤县设市，境域隶属吴县市。 || 10月3日至6日，2000年中国吴县市环太湖世界特技飞行奖大赛在太湖之滨举行，村民纷纷前往观看。,
碧波实验小学,碧波实验小学,education,review,medium,20,1,1995,1958,2017,1958;1993;1995;2000;2006;2007;2013;2016;2017,9,开发区建设,context_sentence,,,,,missing,,,在高德底图人工确认点位,在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。少年儿童入学率达100%。卫生事业方面，196,教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。 || 1995年6月，新建碧波实验小学（含幼儿园），建筑面积35137平方米。 || 1995年6月，新建碧波实验小学，境内小学并入碧波实验小学。,
宝尹花园,宝尹花园,residential,review,high,302,1,1996,1996,2017,1996;1998;2000;2001;2003;2004;2008;2012;2017,9,开发区建设,context_sentence,,120.6414136,31.2690988,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM fuzzy -> GCJ-02; 嘉宝花园,在高德底图人工确认小区标签,，境内进行老村改造，泥河田、王家浜、港南浜183户居民人家，搬迁至朱塔浜（2004年12月更名为宝尹花园）。11月8日，村办集体企业实行转制，将宝南拼线厂转制给原承包人经营，性质由集体企业转为私营企业,1996年5月至9月，境内进行老村改造，泥河田、王家浜、港南浜183户居民人家，搬迁至朱塔浜（2004年12月更名为宝尹花园）。 || 2017年12月，宝带桥社区居民委员会下辖钱家新村、宝尹花园、西下田、下田、小村5个居民小区，31个居民小组。 || 2004年6月，宝带桥居民委员会改称宝带桥社区居民委员会，境域王家浜、港南浜、吴家角、泥河田、牛桩浜、金家村、钱家村、朱塔浜、沉家浜、下田村、小村11个自然村消失，形成宝尹花园、钱家新村、西下田、下田村、小村等5个居民生活区。,
钱家新村,钱家新村,residential,review,high,148,1,1996,1996,2017,1996;2000;2001;2002;2003;2004;2008;2013;2014;2017,10,开发区建设,context_sentence,,120.6578035,31.2723691,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM fuzzy -> GCJ-02; 姜家新村,在高德底图人工确认小区标签,的两幢标准厂房，并先后对外出租。是年，金家村28户居民、朱塔浜南岸28户居民，先后搬迁至朱塔浜和钱家新村居民生活小区。2002年9月1日，地处境域石湖东路35号、占地面积达33076平方米、建筑面积1,2017年12月，宝带桥社区居民委员会下辖钱家新村、宝尹花园、西下田、下田、小村5个居民小区，31个居民小组。 || 2004年6月，宝带桥居民委员会改称宝带桥社区居民委员会，境域王家浜、港南浜、吴家角、泥河田、牛桩浜、金家村、钱家村、朱塔浜、沉家浜、下田村、小村11个自然村消失，形成宝尹花园、钱家新村、西下田、下田村、小村等5个居民生活区。 || 2003年4月，因老村改造，先后搬迁至“钱家新村”和“下田村”居民生活小区。,
澹台湖公园,澹台湖公园,park,review,medium,11,1,1996,1996,1996,1996,1,开发区建设,manual_anchor,开发区建设阶段形成澹台湖公园公共空间,120.6499934,31.2556431,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM fuzzy -> GCJ-02; 澹台湖,在高德矢量底图逐项核对同名或近名标签,经改道，河水改由宝带桥北面的澹台湖中通过，再转入原运河河道。宝带桥及石亭、石塔，则都已列入新建的澹台湖公园的范围。录自1999年6月上海文化出版社《苏州古亭》水乡泽国桥文化（节选）冀岗邹志尖吴中大地,录自1996年6月《吴县报》95澹台湖上白鹭飞陈屹兴日前清晨起床后，我突发去澹台湖公园走走的念头。,
碧波小学,碧波小学,education,review,medium,5,1,1996,1950,2017,1950;1963;1996;1998;2017,5,开发区建设,context_sentence,,120.6420464,31.2502321,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM fuzzy -> GCJ-02; 碧波中学,在高德矢量底图逐项核对同名或近名标签,大雨，24小时平均雨量在50毫米以上，太湖水位超过4.12米，境域洼地受淹。169月1日，碧波小学建成启用，该校占地面积为40亩，其中建筑面积为35137平方米。至时，境内小学撤并至碧波小学。1,1996年9月1日，宝尹小学并入碧波小学。 || 表7-121998—2017年碧波小学副高级职称教师统计表职称获得时间姓名职称获得时间姓名职称获得时间姓名1998.9张美元2006.9唐淑英2011.9陆菊芬2001.9王玉玲2006.9王介民2015.9洪义清2003.9沈国君2008.9马兴卫2017.4王红兰2005.9杨耀中2008.9向燕清2005.9曾红2011.9孔益民五、扫盲教育1950—1963年，境内开展“人人学文化、个个学识字”活动，冬季班、夜校、识字240班应运而生。,
黄家浜,黄家浜,waterway,review,medium,4,1,1996,1968,2017,1968;1996;2004;2017,4,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄,1996年5月，第一批拆迁泥河田、黄家浜、港南浜183户村民搬迁至朱塔浜新居，至2004年12月，境域在形成西下田、宝尹花园、钱家新村、下田、小村等5个居民生活小区的同时，各类为民服务商铺先后在小区内或小区附近开张； || 第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河4001972.1金家村河20001974.8内河2条12501974.8内河2条12501976.1跃进河12001989.9澹台湖北运河1000为保护宝带桥开拓1996.3牛桩浜东港5002002.1金家河300与宝尹村牛桩浜衔接桥梁境域为水乡，旧时跨越河湖的桥梁除宝带桥之外，多为小桥，且是简陋木桥、竹桥。,
碧波幼儿园,碧波幼儿园,education,review,medium,12,1,1998,1946,2017,1946;1998;2006;2007;2010;2014;2017,7,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,右，宝南60人左右。2371996年9月1日，碧波实验小学附属幼儿园成立，宝尹村幼儿园并入碧波幼儿园。1998年9月1日，宝南村幼儿园并入碧波幼儿园。境内历任幼儿教师宝尹村有张菊英、潘文妹、朱素芳,1998年9月1日，宝南村幼儿园并入碧波幼儿园。 || 2017年12月，碧波幼儿园设23个班，教师52人，保育员（职工）23人，幼儿园学生710人。 || 碧波幼儿园历任正副园长：1998年9月，何雪英任碧波幼儿园园长。,
碧波卫生院,碧波卫生院,medical,review,medium,3,1,1999,1999,2001,1999;2000;2001,3,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,月，新建碧波实验小学（含幼儿园），建筑面积35137平方米。1999年4月，宝尹村合作医疗室并入碧波卫生院，翌年1月，卫生院在境内设立社区服务中心，对育龄妇女保健、老年健康体检等提供专项服务。2002年,1999年4月，宝尹村合作医疗室并入碧波卫生院，翌年1月，卫生院在境内设立社区服务中心，对育龄妇女保健、老年健康体检等提供专项服务。 || 1999年4月，境内宝尹村合作卫生室并入碧波卫生院。 || 2000年1月，碧波卫生院在境内设立社区服务中心。,
碧波中学,碧波中学,education,matched,medium,19,1,2000,2000,2017,2000;2001;2002;2003;2008;2009;2010;2014;2015;2017,10,开发区建设,context_sentence,,120.6420464,31.2502321,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM exact -> GCJ-02; 碧波中学,核对高德学校标签,7年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。少年儿童入学率达100%。卫生事业方面，1962年3月全面实行合作医疗，2007年1月，推行大,教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。 || 2002年9月1日，地处境域石湖东路35号、占地面积达33076平方米、建筑面积15830平方米的碧波中学建成开学。 || 2002年9月，境域新建碧波中学，对外招生。,
宝南村钱家村里浜,宝南村钱家村里浜,waterway,review,medium,1,1,2000,2000,2000,2000,1,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,浜居民生活小区。1998年9月，宝尹村港南浜20户居民搬迁至朱塔浜居民生活小区。2000年6月，宝南村钱家村里浜17户、金家村16户居民搬迁至朱塔浜居民生活小区。7月，宝尹村牛桩浜27户、泥河田23户居民搬迁,2000年6月，宝南村钱家村里浜17户、金家村16户居民搬迁至朱塔浜居民生活小区。,
宝南纸箱厂,宝南纸箱厂,industry,review,medium,3,1,2000,2000,2000,2000,1,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,州》明信片图录，入选人民中国杂志社出版、苏州外文书店发行的《苏州》明信片图录。是年，宝尹酱品厂、宝南纸箱厂建成投产。是年，宝南村首建村部办公楼，建筑面积为360平方米，占地面积为1650平方米。1988,2000年8月，宝南纸箱厂转制出让给原承包人经营，性质改为私营企业。,
钱家村里浜,钱家村里浜,waterway,review,medium,1,1,2000,2000,2000,2000,1,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,米，比历史最高水位高0.28米。境内组织基干民兵突击队，日夜守护围圩救险。2000年6月至8月，钱家村里浜17户居民、金家村16户居民搬迁至朱塔浜。8月14日，宝南纸箱厂转制给原承包人经营，性质由集体企,2000年6月至8月，钱家村里浜17户居民、金家村16户居民搬迁至朱塔浜。 || 2000年6月，宝南村钱家村里浜17户、金家村16户居民搬迁至朱塔浜居民生活小区。,
宝尹工业小区,宝尹工业小区,industry,review,medium,3,1,2001,2001,2005,2001;2005,2,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,桥区域工业商贸用房短缺。境内宝尹、宝南两村抓住商机，在2001年12月后投资2758万元，建起了宝尹工业小区、宝信工业坊。境域在建设工业用房的同时，投资兴建商贸用房、职工宿舍，还与人合作投资建设工业、商贸,境内宝尹、宝南两村抓住商机，在2001年12月后投资2758万元，建起了宝尹工业小区、宝信工业坊。 || 2005年12月，投资1091万元，在宝尹工业小区建起3280平方米、6850平方米的两幢标准厂房，对外招租。,
吴中区,吴中区,admin_context,context,low,2,1,2001,1950,2020,1950;1956;1996;2001;2003;2004;2005;2006;2007;2008;2009;2012;2013;2016;2017;2020,16,开发区建设,manual_anchor,2001年2月吴县撤市建区，境域隶属苏州市吴中区,,,,missing,,,作为边界/方位参照，不一定在辖区内单独标注,聪明才智、勤劳双手，在新时代新征程中，牢记使命，不负韶华，做出新的贡献，书写新的篇章。中共苏州市吴中区城南街道宝带桥社区委员会书记苏州市吴中区城南街道宝带桥社区居民委员会主任21目录概述……,2001年2月，吴县撤市建区（吴中区、相城区），境域隶属苏州市吴中区。 || 2001年2月，吴县撤市建区（吴中区、相城区），境域隶属苏州市吴中区。 || 2004年6月，吴中区城南街道办事处成立，境域隶属城南街道办事处。,
宝尹新村,宝尹新村,residential,review,medium,3,1,2003,2003,2003,2003,1,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,宅230宝尹花园144号老村改造董才林自建住宅230宝尹花园145号老村改造董夯男自建住宅230宝尹新村146号老村改造沈志明自建住宅230宝尹花园147号老村改造续表188房屋产权人房屋性质面,2000.122002.12战士朱伟宝尹2组2000.122005.12班长姚冬冬宝尹9组2000.122005.11班长朱建宝尹花园114号2001.122004.12班长陆金良宝尹花园133号2001.122003.12战士胡遵标宝尹花园44号2001.122003.12班长沈良西下田48号2001.122002.11战士江华宝尹4组2002.112004.12炊事员钱月宝尹1组2002.122004.12上等兵李晓宝尹2组2005.122007.12话务员沈平钱家新村24号2006.122008.12战士乔龙宝尹新村154号2006.122011.12班长沈奕下田65号2007.112009.10战士陈杰宝南小村40号2007.122012.12战士江顺成宝尹4组2009.122011.12战士沈康康宝尹3组2010.122012.12战士沈强宝尹3组2010.122012.12战士沈嘉炜西下田5号2011.122013.12战士朱晓风下田46号2013.92015.8战士俞志荣宝尹8组2014.92016.9战士第二节荣誉一、集体荣誉2003年7月，苏州吴中经济开发区管委会授予宝带桥居委会“2003年度吴中经济开续表300发,
宝带桥社区,宝带桥社区,community,matched,high,247,1,2004,-12,2019,-12;555;559;635;639;810;814;1050;1054;1070;1074;1147;1937;1949;1951;1957;1978;1991,30,社区成立与城市更新,manual_anchor,2004年6月宝带桥居委会更名为宝带桥社区居委会,120.6444783,31.2503652,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM exact -> GCJ-02; 宝带桥社区,在高德底图确认社区标签或以社区中心点标注,帮助和支持。编纂工作人员通过各种途径，搜集到了不少弥足珍贵的资料，经订立纲目，几易其稿，遂成了《宝带桥社区志》。为此，我们谨代表社区党委、居委会向他们以及所有参与和关心本志编纂工作的人员表示衷心感谢。感,2017年12月，宝带桥社区总面积3.2平方千米，下辖31个居民小组； || 1949年10月1日，中华人民共和国成立，是月，宝带桥社区境域划归吴县淞北区尹山乡。 || 大事记4商约公元前12世纪泰伯、仲雍建立勾吴，为吴之始称，宝带桥社区境域时属吴地。,
澹台湖大桥,澹台湖大桥,bridge,review,medium,11,1,2004,2004,2017,2004;2017,2,社区成立与城市更新,manual_anchor,2004年6月澹台湖大桥建成,120.6405180,31.2607040,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM exact -> GCJ-02; 澹台湖大桥,在高德矢量底图逐项核对同名或近名标签,远处则有苍翠的七子山，十分入画。旖旎的风光，吸引了众多文人墨客流连、吟咏。2004年6月，建成的澹台湖大桥横跨京杭大运河，桥身两侧各有一个巨大弯拱，线条优美，错落有致。站在大桥上，整个湖面一览无余。20,2004年6月，建成的澹台湖大桥横跨京杭大运河，桥身两侧各有一个巨大弯拱，线条优美，错落有致。 || 表5-12017年12月宝带桥社区境域公路建设情况统计表路名起止长度/米建成时间走向东吴南路古运河—古塘河18211992.10东西迎春南路东吴南路—澹台湖大桥27561993.5南北天灵路古运河—古塘河16941993.12东西宝通路天灵路—东吴南路9861998.12南北宝丰路澄湖中路—东吴南路6501998.12南北澄湖东路古运河—迎春南路11382000.10东西澄湖中路迎春南路—古塘河5702000.10东西石湖东路古运河—古塘河16361995.10东西2017年12月，途经境域的公交车有91路、92路、101路、514路、612路、66路、57路、5002路和快线6号。,
